Zeit;Kanal A
(ms);(V)

0,31154998;1,19704600
0,31159998;1,19704600
0,31164998;1,18544700
0,31169998;1,19124700
0,31174998;1,19124700
0,31179998;1,19704600
0,31184998;1,19704600
0,31189998;1,19124700
0,31194998;1,19124700
0,31199998;1,17964800
0,31204998;1,19704600
0,31209998;1,19124700
0,31214998;1,18544700
0,31219998;1,19124700
0,31224998;1,19124700
0,31229998;1,18544700
0,31234998;1,18544700
0,31239998;1,18544700
0,31244998;1,19124700
0,31249998;1,19124700
0,31254998;1,17964800
0,31259998;1,19704600
0,31264998;1,18544700
0,31269998;1,19124700
0,31274998;1,19124700
0,31279998;1,19124700
0,31284998;1,20253900
0,31289998;1,18544700
0,31294998;1,18544700
0,31299998;1,19704600
0,31304998;1,19124700
0,31309998;1,19124700
0,31314998;1,17964800
0,31319998;1,17964800
0,31324998;1,18544700
0,31329998;1,18544700
0,31334998;1,18544700
0,31339998;1,19704600
0,31344998;1,18544700
0,31349998;1,17964800
0,31354998;1,18544700
0,31359998;1,18544700
0,31364998;1,17964800
0,31369998;1,18544700
0,31374998;1,19124700
0,31379998;1,18544700
0,31384998;1,18544700
0,31389998;1,18544700
0,31394998;1,19124700
0,31399998;1,17964800
0,31404998;1,17964800
0,31409998;1,18544700
0,31414998;1,18544700
0,31419998;1,17384900
0,31424998;1,17384900
0,31429998;1,17964800
0,31434998;1,17964800
0,31439998;1,17964800
0,31444998;1,17964800
0,31449998;1,17964800
0,31454998;1,17964800
0,31459998;1,17384900
0,31464998;1,17384900
0,31469998;1,17964800
0,31474998;1,17384900
0,31479998;1,18544700
0,31484998;1,17384900
0,31489998;1,17384900
0,31494998;1,17384900
0,31499998;1,18544700
0,31504998;1,17384900
0,31509998;1,18544700
0,31514998;1,17384900
0,31519998;1,19124700
0,31524998;1,17384900
0,31529998;1,17964800
0,31534998;1,17384900
0,31539998;1,17964800
0,31544998;1,17384900
0,31549998;1,17384900
0,31554998;1,17964800
0,31559998;1,17384900
0,31564998;1,17964800
0,31569998;1,17384900
0,31574998;1,17964800
0,31579998;1,16805000
0,31584998;1,16805000
0,31589998;1,16805000
0,31594998;1,17384900
0,31599998;1,17384900
0,31604998;1,17384900
0,31609998;1,17384900
0,31614998;1,17964800
0,31619998;1,16225100
0,31624998;1,17384900
0,31629998;1,17384900
0,31634998;1,17384900
0,31639998;1,17384900
0,31644998;1,16225100
0,31649998;1,17384900
0,31654998;1,16805000
0,31659998;1,16805000
0,31664998;1,16225100
0,31669998;1,17384900
0,31674998;1,16805000
0,31679998;1,16805000
0,31684998;1,17384900
0,31689998;1,16805000
0,31694998;1,16805000
0,31699998;1,17964800
0,31704998;1,17964800
0,31709998;1,17384900
0,31714998;1,16805000
0,31719998;1,17384900
0,31724998;1,16805000
0,31729998;1,16225100
0,31734998;1,16805000
0,31739998;1,16225100
0,31744998;1,16805000
0,31749998;1,16225100
0,31754998;1,15645200
0,31759998;1,16805000
0,31764998;1,17384900
0,31769998;1,16225100
0,31774998;1,16225100
0,31779998;1,16805000
0,31784998;1,16805000
0,31789998;1,16225100
0,31794998;1,15065300
0,31799998;1,16805000
0,31804998;1,15645200
0,31809998;1,15645200
0,31814998;1,16225100
0,31819998;1,16225100
0,31824998;1,17384900
0,31829998;1,15645200
0,31834998;1,16805000
0,31839998;1,16225100
0,31844998;1,15645200
0,31849998;1,16225100
0,31854998;1,15645200
0,31859998;1,16805000
0,31864998;1,15645200
0,31869998;1,16225100
0,31874998;1,16225100
0,31879998;1,15645200
0,31884998;1,15645200
0,31889998;1,16225100
0,31894998;1,16225100
0,31899998;1,16225100
0,31904998;1,16225100
0,31909998;1,15645200
0,31914998;1,15645200
0,31919998;1,15645200
0,31924998;1,15645200
0,31929998;1,15645200
0,31934998;1,16805000
0,31939998;1,14485400
0,31944998;1,15645200
0,31949998;1,16225100
0,31954998;1,15065300
0,31959998;1,15645200
0,31964998;1,15645200
0,31969998;1,15645200
0,31974998;1,15065300
0,31979998;1,15645200
0,31984998;1,16225100
0,31989998;1,15065300
0,31994998;1,15065300
0,31999998;1,15065300
0,32004998;1,15645200
0,32009998;1,15645200
0,32014998;1,16225100
0,32019998;1,15065300
0,32024998;1,16805000
0,32029998;1,15065300
0,32034998;1,15065300
0,32039998;1,15065300
0,32044998;1,15645200
0,32049998;1,15645200
0,32054998;1,15645200
0,32059998;1,15065300
0,32064998;1,15065300
0,32069998;1,15645200
0,32074998;1,15065300
0,32079998;1,15645200
0,32084998;1,14485400
0,32089998;1,14485400
0,32094998;1,13905500
0,32099998;1,15065300
0,32104998;1,14485400
0,32109998;1,15645200
0,32114998;1,15065300
0,32119998;1,14485400
0,32124998;1,15065300
0,32129998;1,15065300
0,32134998;1,15065300
0,32139998;1,14485400
0,32144998;1,15065300
0,32149998;1,16225100
0,32154998;1,15065300
0,32159998;1,13905500
0,32164998;1,13905500
0,32169998;1,14485400
0,32174998;1,14485400
0,32179998;1,13905500
0,32184998;1,13905500
0,32189998;1,13905500
0,32194998;1,13905500
0,32199998;1,14485400
0,32204998;1,15065300
0,32209998;1,14485400
0,32214998;1,15065300
0,32219998;1,13905500
0,32224998;1,13325600
0,32229998;1,14485400
0,32234998;1,14485400
0,32239998;1,14485400
0,32244998;1,14485400
0,32249998;1,13905500
0,32254998;1,13905500
0,32259998;1,13905500
0,32264998;1,13325600
0,32269998;1,13905500
0,32274998;1,13905500
0,32279998;1,13325600
0,32284998;1,13905500
0,32289998;1,13905500
0,32294998;1,13905500
0,32299998;1,14485400
0,32304998;1,13905500
0,32309998;1,12745700
0,32314998;1,13905500
0,32319998;1,13905500
0,32324998;1,13905500
0,32329998;1,14485400
0,32334998;1,13905500
0,32339998;1,13325600
0,32344998;1,13325600
0,32349998;1,13325600
0,32354998;1,13325600
0,32359998;1,13325600
0,32364998;1,15065300
0,32369998;1,14485400
0,32374998;1,13905500
0,32379998;1,13905500
0,32384998;1,13905500
0,32389998;1,12745700
0,32394998;1,13905500
0,32399998;1,13325600
0,32404998;1,13325600
0,32409998;1,13325600
0,32414998;1,12745700
0,32419998;1,12745700
0,32424998;1,13325600
0,32429998;1,13325600
0,32434998;1,13325600
0,32439998;1,12745700
0,32444998;1,13325600
0,32449998;1,13905500
0,32454998;1,13325600
0,32459998;1,13325600
0,32464998;1,13325600
0,32469998;1,13325600
0,32474998;1,12745700
0,32479998;1,13325600
0,32484998;1,13905500
0,32489998;1,13325600
0,32494998;1,12165800
0,32499998;1,12165800
0,32504998;1,12745700
0,32509998;1,12165800
0,32514998;1,13325600
0,32519998;1,13325600
0,32524998;1,13325600
0,32529998;1,12745700
0,32534998;1,12745700
0,32539998;1,12745700
0,32544998;1,12165800
0,32549998;1,12165800
0,32554998;1,12165800
0,32559998;1,12745700
0,32564998;1,12745700
0,32569998;1,12745700
0,32574998;1,12165800
0,32579998;1,12165800
0,32584998;1,12745700
0,32589998;1,12745700
0,32594998;1,12745700
0,32599998;1,11585900
0,32604998;1,12165800
0,32609998;1,11585900
0,32614998;1,12165800
0,32619998;1,12165800
0,32624998;1,11585900
0,32629998;1,11585900
0,32634998;1,11585900
0,32639998;1,11585900
0,32644998;1,12165800
0,32649998;1,11006000
0,32654998;1,11585900
0,32659998;1,11585900
0,32664998;1,11585900
0,32669998;1,12745700
0,32674998;1,12165800
0,32679998;1,11006000
0,32684998;1,11585900
0,32689998;1,10456600
0,32694998;1,11006000
0,32699998;1,11585900
0,32704998;1,11585900
0,32709998;1,11585900
0,32714998;1,11585900
0,32719998;1,10456600
0,32724998;1,12165800
0,32729998;1,12165800
0,32734998;1,11006000
0,32739998;1,11585900
0,32744998;1,11006000
0,32749998;1,11006000
0,32754998;1,11585900
0,32759998;1,11006000
0,32764998;1,11006000
0,32769998;1,11006000
0,32774998;1,11006000
0,32779998;1,11585900
0,32784998;1,11585900
0,32789998;1,11585900
0,32794998;1,11585900
0,32799998;1,11585900
0,32804998;1,10456600
0,32809998;1,11006000
0,32814998;1,10456600
0,32819998;1,10456600
0,32824998;1,11006000
0,32829998;1,10456600
0,32834998;1,11006000
0,32839998;1,11006000
0,32844998;1,11585900
0,32849998;1,11006000
0,32854998;1,10456600
0,32859998;1,11006000
0,32864998;1,10456600
0,32869998;1,09876700
0,32874998;1,11006000
0,32879998;1,11006000
0,32884998;1,10456600
0,32889998;1,11006000
0,32894998;1,09876700
0,32899998;1,11006000
0,32904998;1,10456600
0,32909998;1,09876700
0,32914998;1,10456600
0,32919998;1,09876700
0,32924998;1,11006000
0,32929998;1,11006000
0,32934998;1,10456600
0,32939998;1,11006000
0,32944998;1,10456600
0,32949998;1,09876700
0,32954998;1,09876700
0,32959998;1,09876700
0,32964998;1,09876700
0,32969998;1,10456600
0,32974998;1,09876700
0,32979998;1,11006000
0,32984998;1,10456600
0,32989998;1,10456600
0,32994998;1,10456600
0,32999998;1,09876700
0,33004998;1,10456600
0,33009998;1,10456600
0,33014998;1,09876700
0,33019998;1,09876700
0,33024998;1,09876700
0,33029998;1,10456600
0,33034998;1,11006000
0,33039998;1,09876700
0,33044998;1,09876700
0,33049998;1,10456600
0,33054998;1,09876700
0,33059998;1,09296800
0,33064998;1,09876700
0,33069998;1,10456600
0,33074998;1,09876700
0,33079998;1,09296800
0,33084998;1,09296800
0,33089998;1,09876700
0,33094998;1,08716900
0,33099998;1,10456600
0,33104998;1,09876700
0,33109998;1,09876700
0,33114998;1,09296800
0,33119998;1,09296800
0,33124998;1,10456600
0,33129998;1,08716900
0,33134998;1,09876700
0,33139998;1,09296800
0,33144998;1,09296800
0,33149998;1,09876700
0,33154998;1,09876700
0,33159998;1,08716900
0,33164998;1,09876700
0,33169998;1,08716900
0,33174998;1,08716900
0,33179998;1,09296800
0,33184998;1,08716900
0,33189998;1,08716900
0,33194998;1,09296800
0,33199998;1,09876700
0,33204998;1,08716900
0,33209998;1,09296800
0,33214998;1,09296800
0,33219998;1,09296800
0,33224998;1,08716900
0,33229998;1,09876700
0,33234998;1,09296800
0,33239998;1,08716900
0,33244998;1,09296800
0,33249998;1,08716900
0,33254998;1,08137000
0,33259998;1,08716900
0,33264998;1,08716900
0,33269998;1,09296800
0,33274998;1,08716900
0,33279998;1,08716900
0,33284998;1,09296800
0,33289998;1,09296800
0,33294998;1,09296800
0,33299998;1,08716900
0,33304998;1,09296800
0,33309998;1,08137000
0,33314998;1,08716900
0,33319998;1,09296800
0,33324998;1,08716900
0,33329998;1,08716900
0,33334998;1,08137000
0,33339998;1,08137000
0,33344998;1,08137000
0,33349998;1,07557100
0,33354998;1,08137000
0,33359998;1,07557100
0,33364998;1,07557100
0,33369998;1,08137000
0,33374998;1,08137000
0,33379998;1,08137000
0,33384998;1,08716900
0,33389998;1,08716900
0,33394998;1,08716900
0,33399998;1,07557100
0,33404998;1,08137000
0,33409998;1,07557100
0,33414998;1,08137000
0,33419998;1,08137000
0,33424998;1,08716900
0,33429998;1,08137000
0,33434998;1,07557100
0,33439998;1,07557100
0,33444998;1,07557100
0,33449998;1,07557100
0,33454998;1,07557100
0,33459998;1,07557100
0,33464998;1,08137000
0,33469998;1,06977200
0,33474998;1,06977200
0,33479998;1,07557100
0,33484998;1,08137000
0,33489998;1,06977200
0,33494998;1,06977200
0,33499998;1,08137000
0,33504998;1,07557100
0,33509998;1,08137000
0,33514998;1,08137000
0,33519998;1,08137000
0,33524998;1,07557100
0,33529998;1,06977200
0,33534998;1,08137000
0,33539998;1,06977200
0,33544998;1,07557100
0,33549998;1,06397300
0,33554998;1,08137000
0,33559998;1,06977200
0,33564998;1,06397300
0,33569998;1,07557100
0,33574998;1,06977200
0,33579998;1,06977200
0,33584998;1,06977200
0,33589998;1,06977200
0,33594998;1,07557100
0,33599998;1,06397300
0,33604998;1,06977200
0,33609998;1,06397300
0,33614998;1,06977200
0,33619998;1,06397300
0,33624998;1,07557100
0,33629998;1,06397300
0,33634998;1,05817400
0,33639998;1,06397300
0,33644998;1,06977200
0,33649998;1,06977200
0,33654998;1,06397300
0,33659998;1,06977200
0,33664998;1,06397300
0,33669998;1,06397300
0,33674998;1,05817400
0,33679998;1,05817400
0,33684998;1,05817400
0,33689998;1,05817400
0,33694998;1,06397300
0,33699998;1,06397300
0,33704998;1,05817400
0,33709998;1,06397300
0,33714998;1,06397300
0,33719998;1,06977200
0,33724998;1,06397300
0,33729998;1,05817400
0,33734998;1,06397300
0,33739998;1,06977200
0,33744998;1,06397300
0,33749998;1,06397300
0,33754998;1,06397300
0,33759998;1,06397300
0,33764998;1,05817400
0,33769998;1,06397300
0,33774998;1,05237500
0,33779998;1,05817400
0,33784998;1,05817400
0,33789998;1,06397300
0,33794998;1,05817400
0,33799998;1,06397300
0,33804998;1,06397300
0,33809998;1,06397300
0,33814998;1,05817400
0,33819998;1,06397300
0,33824998;1,05817400
0,33829998;1,04657600
0,33834998;1,05237500
0,33839998;1,05817400
0,33844998;1,05817400
0,33849998;1,06397300
0,33854998;1,05817400
0,33859998;1,05817400
0,33864998;1,05817400
0,33869998;1,05817400
0,33874998;1,05817400
0,33879998;1,05237500
0,33884998;1,05817400
0,33889998;1,05237500
0,33894998;1,05817400
0,33899998;1,05817400
0,33904998;1,06397300
0,33909998;1,06397300
0,33914998;1,05237500
0,33919998;1,05237500
0,33924998;1,04657600
0,33929998;1,04657600
0,33934998;1,05237500
0,33939998;1,05817400
0,33944998;1,06397300
0,33949998;1,05817400
0,33954998;1,04077600
0,33959998;1,04657600
0,33964998;1,05817400
0,33969998;1,04657600
0,33974998;1,05817400
0,33979998;1,04077600
0,33984998;1,04657600
0,33989998;1,04657600
0,33994998;1,04657600
0,33999998;1,05817400
0,34004998;1,04657600
0,34009998;1,04077600
0,34014998;1,04077600
0,34019998;1,04657600
0,34024998;1,04657600
0,34029998;1,05817400
0,34034998;1,05817400
0,34039998;1,04657600
0,34044998;1,04657600
0,34049998;1,05237500
0,34054998;1,04077600
0,34059998;1,04077600
0,34064998;1,04077600
0,34069998;1,04077600
0,34074998;1,03497700
0,34079998;1,04077600
0,34084998;1,04657600
0,34089998;1,04657600
0,34094998;1,03497700
0,34099998;1,04077600
0,34104998;1,04077600
0,34109998;1,04657600
0,34114998;1,03497700
0,34119998;1,04657600
0,34124998;1,04657600
0,34129998;1,04657600
0,34134998;1,04657600
0,34139998;1,04657600
0,34144998;1,04077600
0,34149998;1,04077600
0,34154998;1,04657600
0,34159998;1,04077600
0,34164998;1,04077600
0,34169998;1,04077600
0,34174998;1,04077600
0,34179998;1,03497700
0,34184998;1,03497700
0,34189998;1,03497700
0,34194998;1,04077600
0,34199998;1,03497700
0,34204998;1,04077600
0,34209998;1,03497700
0,34214998;1,03497700
0,34219998;1,04077600
0,34224998;1,03497700
0,34229998;1,03497700
0,34234998;1,04077600
0,34239998;1,04077600
0,34244998;1,02917800
0,34249998;1,04077600
0,34254998;1,02917800
0,34259998;1,04077600
0,34264998;1,03497700
0,34269998;1,03497700
0,34274998;1,04077600
0,34279998;1,04077600
0,34284998;1,02917800
0,34289998;1,02337900
0,34294998;1,04077600
0,34299998;1,02917800
0,34304998;1,02917800
0,34309998;1,03497700
0,34314998;1,03497700
0,34319998;1,03497700
0,34324998;1,03497700
0,34329998;1,02917800
0,34334998;1,02917800
0,34339998;1,02917800
0,34344998;1,03497700
0,34349998;1,02337900
0,34354998;1,02337900
0,34359998;1,03497700
0,34364998;1,02337900
0,34369998;1,02337900
0,34374998;1,02337900
0,34379998;1,02337900
0,34384998;1,02917800
0,34389998;1,03497700
0,34394998;1,02917800
0,34399998;1,03497700
0,34404998;1,03497700
0,34409998;1,04077600
0,34414998;1,03497700
0,34419998;1,02337900
0,34424998;1,02917800
0,34429998;1,02337900
0,34434998;1,02917800
0,34439998;1,02917800
0,34444998;1,02917800
0,34449998;1,03497700
0,34454998;1,01788500
0,34459998;1,02337900
0,34464998;1,01788500
0,34469998;1,02337900
0,34474998;1,02337900
0,34479998;1,02337900
0,34484998;1,01788500
0,34489998;1,01788500
0,34494998;1,02337900
0,34499998;1,02337900
0,34504998;1,02337900
0,34509998;1,02337900
0,34514998;1,02337900
0,34519998;1,02337900
0,34524998;1,01788500
0,34529998;1,02337900
0,34534998;1,02337900
0,34539998;1,01788500
0,34544998;1,02917800
0,34549998;1,02337900
0,34554998;1,02337900
0,34559998;1,01208600
0,34564998;1,01208600
0,34569998;1,01788500
0,34574998;1,01788500
0,34579998;1,01788500
0,34584998;1,01208600
0,34589998;1,02917800
0,34594998;1,01788500
0,34599998;1,01208600
0,34604998;1,01788500
0,34609998;1,02337900
0,34614998;1,02337900
0,34619998;1,02337900
0,34624998;1,01208600
0,34629998;1,00628700
0,34634998;1,01208600
0,34639998;1,01208600
0,34644998;1,01208600
0,34649998;1,01208600
0,34654998;1,01788500
0,34659998;1,01788500
0,34664998;1,01208600
0,34669998;1,01788500
0,34674998;1,01208600
0,34679998;1,01788500
0,34684998;1,00628700
0,34689998;1,00628700
0,34694998;1,01208600
0,34699998;1,00628700
0,34704998;1,00628700
0,34709998;1,00628700
0,34714998;1,00628700
0,34719998;1,01788500
0,34724998;1,00628700
0,34729998;1,01788500
0,34734998;1,01208600
0,34739998;1,01788500
0,34744998;1,00628700
0,34749998;1,01208600
0,34754998;1,00628700
0,34759998;1,01208600
0,34764998;1,01208600
0,34769998;1,00628700
0,34774998;1,00048800
0,34779998;1,00628700
0,34784998;1,00048800
0,34789998;1,00628700
0,34794998;1,00628700
0,34799998;1,00628700
0,34804998;1,01208600
0,34809998;1,00628700
0,34814998;0,99468930
0,34819998;1,00628700
0,34824998;1,01208600
0,34829998;1,01208600
0,34834998;1,00628700
0,34839998;1,00628700
0,34844998;0,99468930
0,34849998;1,01208600
0,34854998;1,00628700
0,34859998;1,00628700
0,34864998;1,00048800
0,34869998;1,00628700
0,34874998;1,00628700
0,34879998;1,00048800
0,34884998;0,99468930
0,34889998;1,01208600
0,34894998;0,99468930
0,34899998;0,99468930
0,34904998;1,00048800
0,34909998;0,99468930
0,34914998;1,00628700
0,34919998;0,99468930
0,34924998;1,00628700
0,34929998;0,98889020
0,34934998;0,99468930
0,34939998;0,99468930
0,34944998;1,00048800
0,34949998;0,99468930
0,34954998;1,00048800
0,34959998;0,99468930
0,34964998;0,98889020
0,34969998;0,99468930
0,34974998;0,98889020
0,34979998;0,98889020
0,34984998;0,99468930
0,34989998;0,98889020
0,34994998;0,99468930
0,34999998;0,98889020
0,35004998;0,99468930
0,35009998;0,98889020
0,35014998;1,00628700
0,35019998;0,99468930
0,35024998;0,99468930
0,35029998;0,99468930
0,35034998;0,98889020
0,35039998;0,99468930
0,35044998;0,98889020
0,35049998;0,99468930
0,35054998;0,98309120
0,35059998;1,00048800
0,35064998;0,98889020
0,35069998;0,98889020
0,35074998;0,98889020
0,35079998;0,99468930
0,35084998;0,98889020
0,35089998;0,99468930
0,35094998;0,98889020
0,35099998;0,99468930
0,35104998;0,98889020
0,35109998;0,97729210
0,35114998;0,98889020
0,35119998;0,98889020
0,35124998;0,97729210
0,35129998;0,98889020
0,35134998;0,98309120
0,35139998;0,98889020
0,35144998;0,98889020
0,35149998;0,98889020
0,35154998;0,98309120
0,35159998;0,98309120
0,35164998;0,98889020
0,35169998;0,98889020
0,35174998;0,98309120
0,35179998;0,98889020
0,35184998;0,98309120
0,35189998;0,98309120
0,35194998;0,98309120
0,35199998;0,98889020
0,35204998;0,98309120
0,35209998;0,97729210
0,35214998;0,97729210
0,35219998;0,98309120
0,35224998;0,98889020
0,35229998;0,98889020
0,35234998;0,98309120
0,35239998;0,96569410
0,35244998;0,97729210
0,35249998;0,97729210
0,35254998;0,99468930
0,35259998;0,97729210
0,35264998;0,97729210
0,35269998;0,97149310
0,35274998;0,97729210
0,35279998;0,97729210
0,35284998;0,98309120
0,35289998;0,97149310
0,35294998;0,98309120
0,35299998;0,98309120
0,35304998;0,97149310
0,35309998;0,97729210
0,35314998;0,97729210
0,35319998;0,97729210
0,35324998;0,97149310
0,35329998;0,97149310
0,35334998;0,97729210
0,35339998;0,97149310
0,35344998;0,97729210
0,35349998;0,97149310
0,35354998;0,97729210
0,35359998;0,98309120
0,35364998;0,96569410
0,35369998;0,95989500
0,35374998;0,96569410
0,35379998;0,97149310
0,35384998;0,96569410
0,35389998;0,97149310
0,35394998;0,97149310
0,35399998;0,97729210
0,35404998;0,95989500
0,35409998;0,97149310
0,35414998;0,97149310
0,35419998;0,97149310
0,35424998;0,97149310
0,35429998;0,97729210
0,35434998;0,97149310
0,35439998;0,97149310
0,35444998;0,97729210
0,35449998;0,97729210
0,35454998;0,97149310
0,35459998;0,97149310
0,35464998;0,97149310
0,35469998;0,97729210
0,35474998;0,96569410
0,35479998;0,97149310
0,35484998;0,97729210
0,35489998;0,97729210
0,35494998;0,97149310
0,35499998;0,97149310
0,35504998;0,96569410
0,35509998;0,95989500
0,35514998;0,95989500
0,35519998;0,95989500
0,35524998;0,95989500
0,35529998;0,96569410
0,35534998;0,95989500
0,35539998;0,95989500
0,35544998;0,95989500
0,35549998;0,95989500
0,35554998;0,95989500
0,35559998;0,97149310
0,35564998;0,95989500
0,35569998;0,95409600
0,35574998;0,96569410
0,35579998;0,95989500
0,35584998;0,95989500
0,35589998;0,95989500
0,35594998;0,95989500
0,35599998;0,95409600
0,35604998;0,95989500
0,35609998;0,95989500
0,35614998;0,97149310
0,35619998;0,95989500
0,35624998;0,96569410
0,35629998;0,95409600
0,35634998;0,95989500
0,35639998;0,96569410
0,35644998;0,95409600
0,35649998;0,95989500
0,35654998;0,95409600
0,35659998;0,95989500
0,35664998;0,95409600
0,35669998;0,96569410
0,35674998;0,95409600
0,35679998;0,95409600
0,35684998;0,95409600
0,35689998;0,95409600
0,35694998;0,95409600
0,35699998;0,95989500
0,35704998;0,95409600
0,35709998;0,95989500
0,35714998;0,94829690
0,35719998;0,95409600
0,35724998;0,95409600
0,35729998;0,95409600
0,35734998;0,95409600
0,35739998;0,94249780
0,35744998;0,94829690
0,35749998;0,94829690
0,35754998;0,95989500
0,35759998;0,94829690
0,35764998;0,94829690
0,35769998;0,94829690
0,35774998;0,94829690
0,35779998;0,94829690
0,35784998;0,94829690
0,35789998;0,94249780
0,35794998;0,95409600
0,35799998;0,94829690
0,35804998;0,95409600
0,35809998;0,95409600
0,35814998;0,95409600
0,35819998;0,94249780
0,35824998;0,94829690
0,35829998;0,94829690
0,35834998;0,94829690
0,35839998;0,95409600
0,35844998;0,94829690
0,35849998;0,95409600
0,35854998;0,94249780
0,35859998;0,94829690
0,35864998;0,94829690
0,35869998;0,95409600
0,35874998;0,93669880
0,35879998;0,94829690
0,35884998;0,94249780
0,35889998;0,94249780
0,35894998;0,94829690
0,35899998;0,94249780
0,35904998;0,94249780
0,35909998;0,94829690
0,35914998;0,94249780
0,35919998;0,93669880
0,35924998;0,94829690
0,35929998;0,93669880
0,35934998;0,94249780
0,35939998;0,93089970
0,35944998;0,93089970
0,35949998;0,94249780
0,35954998;0,93669880
0,35959998;0,94829690
0,35964998;0,94249780
0,35969998;0,93669880
0,35974998;0,93669880
0,35979998;0,93669880
0,35984998;0,94829690
0,35989998;0,92540590
0,35994998;0,93669880
0,35999998;0,93089970
0,36004998;0,93089970
0,36009998;0,94249780
0,36014998;0,93669880
0,36019998;0,93669880
0,36024998;0,93669880
0,36029998;0,92540590
0,36034998;0,93669880
0,36039998;0,93669880
0,36044998;0,94249780
0,36049998;0,94249780
0,36054998;0,92540590
0,36059998;0,92540590
0,36064998;0,92540590
0,36069998;0,93089970
0,36074998;0,93089970
0,36079998;0,94249780
0,36084998;0,94249780
0,36089998;0,92540590
0,36094998;0,94249780
0,36099998;0,93669880
0,36104998;0,94829690
0,36109998;0,93089970
0,36114998;0,93089970
0,36119998;0,93089970
0,36124998;0,93669880
0,36129998;0,93089970
0,36134998;0,93089970
0,36139998;0,93669880
0,36144998;0,93089970
0,36149998;0,92540590
0,36154998;0,91960690
0,36159998;0,93089970
0,36164998;0,93089970
0,36169998;0,93669880
0,36174998;0,93089970
0,36179998;0,93089970
0,36184998;0,93669880
0,36189998;0,93089970
0,36194998;0,91960690
0,36199998;0,92540590
0,36204998;0,91380780
0,36209998;0,91960690
0,36214998;0,92540590
0,36219998;0,91380780
0,36224998;0,93089970
0,36229998;0,91960690
0,36234998;0,92540590
0,36239998;0,91960690
0,36244998;0,91960690
0,36249998;0,91960690
0,36254998;0,92540590
0,36259998;0,91380780
0,36264998;0,92540590
0,36269998;0,91960690
0,36274998;0,91960690
0,36279998;0,92540590
0,36284998;0,92540590
0,36289998;0,92540590
0,36294998;0,91380780
0,36299998;0,92540590
0,36304998;0,91960690
0,36309998;0,92540590
0,36314998;0,92540590
0,36319998;0,91380780
0,36324998;0,91380780
0,36329998;0,92540590
0,36334998;0,91380780
0,36339998;0,92540590
0,36344998;0,91960690
0,36349998;0,92540590
0,36354998;0,91960690
0,36359998;0,91960690
0,36364998;0,91380780
0,36369998;0,91380780
0,36374998;0,91960690
0,36379998;0,91960690
0,36384998;0,91380780
0,36389998;0,92540590
0,36394998;0,91960690
0,36399998;0,92540590
0,36404998;0,91380780
0,36409998;0,91380780
0,36414998;0,91960690
0,36419998;0,91380780
0,36424998;0,91960690
0,36429998;0,91960690
0,36434998;0,91380780
0,36439998;0,90800880
0,36444998;0,90220980
0,36449998;0,91380780
0,36454998;0,91960690
0,36459998;0,91380780
0,36464998;0,91380780
0,36469998;0,90800880
0,36474998;0,91380780
0,36479998;0,91960690
0,36484998;0,91380780
0,36489998;0,91380780
0,36494998;0,91380780
0,36499998;0,90800880
0,36504998;0,91960690
0,36509998;0,91380780
0,36514998;0,90220980
0,36519998;0,90800880
0,36524998;0,90800880
0,36529998;0,90220980
0,36534998;0,90800880
0,36539998;0,90800880
0,36544998;0,91380780
0,36549998;0,91380780
0,36554998;0,90220980
0,36559998;0,91380780
0,36564998;0,90220980
0,36569998;0,91380780
0,36574998;0,90220980
0,36579998;0,90800880
0,36584998;0,90220980
0,36589998;0,90220980
0,36594998;0,90800880
0,36599998;0,90800880
0,36604998;0,91380780
0,36609998;0,90220980
0,36614998;0,91380780
0,36619998;0,90220980
0,36624998;0,90800880
0,36629998;0,90220980
0,36634998;0,90800880
0,36639998;0,90800880
0,36644998;0,90220980
0,36649998;0,90220980
0,36654998;0,90800880
0,36659998;0,90800880
0,36664998;0,90220980
0,36669998;0,90220980
0,36674998;0,90220980
0,36679998;0,90800880
0,36684998;0,90220980
0,36689998;0,89641070
0,36694998;0,90220980
0,36699998;0,89061160
0,36704998;0,90220980
0,36709998;0,89061160
0,36714998;0,90220980
0,36719998;0,89641070
0,36724998;0,89061160
0,36729998;0,89061160
0,36734998;0,89641070
0,36739998;0,90220980
0,36744998;0,89641070
0,36749998;0,90800880
0,36754998;0,89641070
0,36759998;0,90220980
0,36764998;0,89061160
0,36769998;0,89061160
0,36774998;0,89641070
0,36779998;0,89641070
0,36784998;0,89061160
0,36789998;0,89641070
0,36794998;0,90220980
0,36799998;0,89061160
0,36804998;0,90220980
0,36809998;0,90800880
0,36814998;0,89061160
0,36819998;0,89641070
0,36824998;0,89061160
0,36829998;0,89061160
0,36834998;0,89641070
0,36839998;0,88481260
0,36844998;0,88481260
0,36849998;0,89641070
0,36854998;0,87901350
0,36859998;0,88481260
0,36864998;0,88481260
0,36869998;0,88481260
0,36874998;0,89061160
0,36879998;0,89641070
0,36884998;0,87901350
0,36889998;0,89061160
0,36894998;0,87901350
0,36899998;0,89061160
0,36904998;0,88481260
0,36909998;0,89061160
0,36914998;0,87901350
0,36919998;0,89061160
0,36924998;0,89061160
0,36929998;0,88481260
0,36934998;0,89061160
0,36939998;0,89641070
0,36944998;0,88481260
0,36949998;0,89061160
0,36954998;0,87901350
0,36959998;0,88481260
0,36964998;0,88481260
0,36969998;0,87901350
0,36974998;0,88481260
